anchor,host_name,IP,avg_rtt,min_rtt,max_rtt,location
IN-31,metro.in,203.129.254.17,1.629234832,0.388662451,0.790555201,Coimbatore
IN-V2-208,jio.in,3.33.130.190,0.579406785,0.830251956,0.871628917,Seattle
IN-39,jio.in,192.168.5.100,0.62435085,1.470456517,1.714617264,Puducherry
IN-V2-164,metro.in,14.141.123.226,22.20942046,21.8454059,21.95457044,Chennai
IN-V2-30,hathway.net,125.20.113.213,5.075839211,4.738467113,6.610639516,Gurgaon
IN-V2-229,hathway.net,203.171.240.1,2.503317997,2.429593622,2.852923861,Dam Dam
IN-40,titan.co.in,203.129.213.253,1.490917986,0.22,1.406175645,Ghandinagar
IN-V2-198,github.com,10.240.9.208,16.70560617,16.79246775,17.53775282,Bengaluru
IN-40,hathway.net,115.110.206.74,25.21595983,11.71659568,38.29196814,Mumbai
IN-V2-134,metro.in,192.168.1.1,0.813836968,0.22,1.102693604,Bengaluru
IN-V2-134,iisc.ac.in,13.71.49.222,27.88080802,27.6878602,28.229154,Pune
IN-V2-193,nesac.gov.in,10.230.244.1,1.036511164,0.22,0.762373609,New Town
IN-31,uidai.gov.in,59.160.204.110,7.363347352,7.513612827,8.338862044,Bangalore
IN-V2-134,uidai.gov.in,59.144.94.26,6.124396174,6.166851653,6.91859715,Bangalore
IN-V2-229,nesac.gov.in,192.168.7.1,0.232,0.247389029,1.104877306,Kolkata
IN-V2-134,uidai.gov.in,122.187.95.97,5.097238731,4.508408661,4.553877702,Bangalore
IN-V2-249,paytm.in,10.100.100.100,1.610266232,1.32634763,1.176727631,Bengaluru
IN-V2-249,airtel.in,182.78.39.165,4.210506623,4.084964523,4.310337065,Mangalore
IN-12,meghalaya.gov.in,116.119.72.56,6.306313302,4.908792043,6.617553253,Delhi
IN-28,uidai.gov.in,203.193.158.20,24.06200453,23.7269703,23.57382478,Chennai
IN-V2-101,www.irctc.in,103.243.115.193,4.033949623,3.458832116,4.373986819,Ashti
IN-39,jio.in,192.168.5.100,1.278443292,1.127124317,1.460848121,Puducherry
IN-V2-198,sbi.co.in,125.18.215.61,4.61336375,3.989786255,5.663809021,Bangalore
IN-48,hathway.net,115.110.210.38,10.81817094,10.18104424,11.18499132,Delhi
IN-V2-07,meghalaya.gov.in,172.26.110.162,4.531937698,4.452724157,5.686616022,Kolkata
IN-V2-193,hathway.net,136.232.27.246,35.64761121,35.64854312,35.88123438,Navi Mumbai
IN-28,uidai.gov.in,59.160.204.110,34.63268166,34.97791153,34.59027247,Bangalore
IN-31,iisc.ac.in,13.71.49.222,29.26532621,28.68260006,29.17050389,Pune
IN-28,airtel.in,59.160.150.5,26.81307933,26.15458163,28.37320317,Ahmedabad
IN-V2-198,github.com,51.10.26.232,27.61142324,25.21243471,28.9737207,Bengaluru
IN-39,airtel.in,49.44.220.189,8.275741665,7.821292265,8.572159429,Navi Mumbai
IN-V2-164,paytm.in,10.219.29.42,3.128816964,3.582812974,3.292601851,Thiruvathapuram
IN-31,github.com,116.119.72.22,2.716730379,3.122116391,3.919491491,Coimbatore
IN-47,hathway.net,192.168.0.1,1.081637197,0.652666577,1.413373031,Lucknow
IN-V2-30,hathway.net,49.44.187.164,6.117873799,5.749444223,7.687238084,Chennai
IN-2,hathway.net,172.26.104.147,9.939654572,9.301953,11.07407961,Dumka
IN-V2-249,108.117.11.94,103.176.234.97,4.011535886,2.318641562,3.03563614,Bangalore
IN-V2-249,github.com,10.100.100.100,1.184743283,0.807849953,0.98389641,Bengaluru
IN-57,www.irctc.in,116.119.72.92,6.976970698,4.952509011,7.157133082,Delhi
IN-V2-164,sbi.co.in,192.168.9.254,0.232,0.447030438,0.238,Thiruvathapuram
IN-57,www.irctc.in,116.119.72.92,6.22019293,5.060434128,8.098641239,Delhi
IN-31,github.com,104.44.29.63,35.47036111,35.05825399,36.0353878,Coimbatore
IN-V2-51,hathway.net,116.119.109.76,5.213907674,4.88683019,5.842226224,Delhi
IN-33,www.irctc.in,182.79.141.56,5.813301465,6.055687498,6.200245155,Mumbai
IN-47,hathway.net,115.110.210.38,24.12515226,18.26738179,29.22211695,Delhi
IN-44,hathway.net,116.119.72.48,26.3396506,19.05320732,33.36673763,Delhi
IN-31,jio.in,14.141.123.226,16.56389584,16.34957496,16.38774396,Chennai
IN-V2-164,sbi.co.in,192.168.9.254,0.232,0.22,0.238,Thiruvathapuram
IN-V2-198,startupindia.gov.in,192.168.1.1,0.389587984,0.588817948,1.083347852,Bengaluru
IN-13,meghalaya.gov.in,122.186.246.13,27.16413233,25.9512134,28.08233175,Sasaram
IN-V2-249,airtel.in,182.78.39.165,4.696376836,4.037359064,4.26020838,Mangalore
IN-V2-208,google.com,64.233.174.3,5.114567789,1.758595402,8.575732101,Chennai
IN-V2-30,hathway.net,49.44.187.164,8.841463169,7.825513376,10.40085839,Chennai
IN-V2-164,github.com,192.168.9.254,0.232,0.22,0.522585468,Thiruvathapuram
IN-V2-134,iisc.ac.in,51.10.44.158,9.990983013,9.133792366,11.85896293,Chennai
IN-28,jio.in,59.160.150.5,26.44326871,25.99471748,27.39438361,Ahmedabad
IN-V2-208,iisc.ac.in,104.44.22.22,14.40088394,15.15278228,15.10018698,Mumbai
IN-V2-198,github.com,192.168.1.1,0.482780712,0.385355702,0.787370642,Bengaluru
IN-V2-198,uidai.gov.in,125.18.215.61,4.403502486,2.829379384,5.841853765,Bangalore
IN-28,jio.in,203.193.158.20,22.57365683,22.27824384,24.69166862,Chennai
IN-V2-134,paytm.in,122.187.95.101,5.386045003,5.332098055,6.125342923,Bengaluru
IN-V2-51,171.76.87.191,152.52.174.61,3.587310664,2.927942905,4.357973843,New Delhi
IN-28,jio.in,150.222.14.37,27.50986209,26.11489073,29.38341926,Singapore
IN-V2-164,sbi.co.in,192.168.9.254,0.232,0.22,0.238,Thiruvathapuram
IN-V2-249,metro.in,103.176.234.137,3.428592152,2.87562854,2.769281695,Bangalore
IN-44,www.irctc.in,116.119.72.48,31.58950517,23.74990959,38.76720556,Delhi
IN-28,paytm.in,192.168.0.1,0.759404389,1.199810317,1.061897136,Chennai
IN-57,hathway.net,116.119.72.92,11.13437846,9.079632909,11.09544789,Delhi
IN-62,hathway.net,172.16.16.1,0.936799886,0.702133114,1.145960484,Bhopal
IN-31,sbi.co.in,116.119.36.61,13.7806648,13.2518143,14.03919998,Chennai
IN-28,jio.in,203.193.158.20,22.98722132,22.28383599,24.02839116,Chennai
IN-19,hathway.net,125.16.149.129,7.913318188,7.115242667,7.716182142,Ranchi
IN-V2-07,hathway.net,192.168.29.1,0.699911831,0.418546406,0.238,Kolkata
IN-V2-208,metro.in,180.87.37.33,2.029412104,1.642979792,2.631057963,Chennai
IN-V2-134,paytm.in,223.178.56.1,6.756057469,2.53515051,11.08848409,Bengaluru
IN-48,hathway.net,172.31.2.69,38.14667051,38.3056573,38.02393314,Navi Mumbai
IN-V2-164,paytm.in,192.168.9.254,0.634851281,0.904514973,0.299237974,Thiruvathapuram
IN-V2-198,iisc.ac.in,13.71.49.222,27.55937618,27.90640067,28.20849655,Pune
IN-44,hathway.net,116.119.72.48,26.7438207,18.97478357,34.53753984,Delhi
IN-V2-198,github.com,125.18.215.61,4.259053568,2.902176936,6.265040448,Bengaluru
IN-V2-139,google.com,72.14.197.10,22.73828433,21.91334827,23.10584847,Hubballi
IN-28,jio.in,59.160.150.5,26.86441521,25.81058837,27.52617544,Ahmedabad
IN-28,github.com,192.168.0.1,0.468215927,0.690000566,0.299669884,Chennai
IN-V2-208,startupindia.gov.in,192.168.0.1,0.813407133,0.743156619,0.393865938,Chennai
IN-V2-208,paytm.in,192.168.0.1,0.232,0.22,0.238,Chennai
IN-V2-198,iisc.ac.in,125.18.215.57,3.892183192,2.918962915,4.225101284,Bangalore
IN-31,github.com,104.44.29.63,34.87638887,35.69051539,35.82776109,Coimbatore
IN-V2-229,meghalaya.gov.in,192.168.1.1,1.054151371,1.410234224,2.167679354,Sonipat
IN-12,meghalaya.gov.in,192.168.10.1,0.62654278,0.495612401,0.788861909,Haldia
IN-57,www.irctc.in,192.168.10.1,0.985640948,1.000236423,0.238,Kutabandh
IN-39,metro.in,103.198.140.170,8.689279835,9.018242669,9.787657283,Singapore
IN-39,startupindia.gov.in,192.168.5.100,0.974813831,1.046475692,1.111252393,Puducherry
IN-28,startupindia.gov.in,192.168.0.1,0.842967056,0.891214373,0.238,Chennai
IN-28,github.com,192.168.0.1,0.730112026,0.683386936,0.742882613,Chennai
IN-48,hathway.net,115.110.210.38,11.00184087,11.05137778,10.63798236,Delhi
IN-V2-139,google.com,192.168.1.1,0.421708831,0.335861802,1.303859127,Hubballi
IN-V2-134,paytm.in,223.178.56.1,6.413267309,3.236514658,11.06284542,Bengaluru
IN-31,metro.in,121.241.155.113,0.721601725,0.856609504,0.530694071,Ahmedabad
IN-28,github.com,59.160.150.5,29.33911946,27.90499188,29.83369135,Chennai
IN-31,metro.in,180.87.37.33,15.66099847,16.01979374,16.60600949,Chennai
IN-47,hathway.net,115.110.210.38,23.59994498,18.74272879,28.87595724,Delhi
IN-V2-134,airtel.in,192.168.1.1,1.139101824,0.854565532,0.937789661,Bengaluru
IN-V2-193,hathway.net,10.230.244.1,1.049867962,0.22,0.723439563,New Town
IN-44,hathway.net,192.168.10.1,0.232,0.4500419,1.21800752,Prayagraj
IN-39,iisc.ac.in,13.71.49.222,26.80762032,26.97322879,26.78854913,Pune
IN-40,hathway.net,115.110.206.74,25.07788885,11.3955922,38.65238711,Mumbai
IN-19,www.irctc.in,192.168.0.1,0.988692713,1.149840846,1.789761825,Ranchi
IN-41,titan.co.in,136.232.113.217,6.857482223,6.33853407,6.166047016,Sarkhej
IN-V2-134,metro.in,223.178.56.1,6.237128304,4.113847144,9.249377811,Bangalore
IN-V2-30,hathway.net,136.232.27.246,28.54641673,27.68438835,29.80052691,Navi Mumbai
IN-V2-193,hathway.net,115.112.10.50,3.114342098,2.759269157,2.777040217,Kolkata
IN-44,hathway.net,61.246.138.73,21.87702212,19.53557329,24.06024109,Allahabad
IN-31,sbi.co.in,203.129.254.17,0.686124526,0.576886461,1.366744605,Coimbatore
IN-V2-134,airtel.in,192.168.1.1,0.602954923,0.22,1.016244016,Bengaluru
IN-57,hathway.net,182.72.222.125,9.832082387,9.664916231,10.07934702,Bangalore
IN-V2-208,metro.in,14.141.123.226,3.315494756,1.418127342,4.710065449,Chennai
IN-V2-164,jio.in,103.121.26.101,0.633188973,0.22,0.380830182,Thiruvathapuram
IN-V2-249,github.com,103.176.234.97,5.008383999,4.995173,5.926090093,Bengaluru
IN-V2-229,meghalaya.gov.in,203.171.240.1,3.393964941,2.090922812,2.987509015,Dam Dam
IN-47,hathway.net,203.190.147.33,1.980703527,1.768316855,2.44145001,Noida
IN-V2-51,hathway.net,125.22.133.21,4.995880078,3.601387226,4.765998954,Faridabad
IN-V2-07,meghalaya.gov.in,115.244.136.18,28.72883574,27.85773293,29.30289641,Sonipat
IN-17,hathway.net,192.168.2.1,1.221663645,0.918632432,0.771974401,Patna
IN-44,www.irctc.in,182.19.109.69,31.2021086,28.66716463,34.16729828,Mumbai
IN-48,hathway.net,115.110.210.38,10.58688329,10.13616921,10.57860272,Delhi
IN-V2-208,iisc.ac.in,104.44.23.255,15.66037161,15.91006536,16.03898763,Chennai
IN-V2-139,google.com,192.168.1.1,1.23299699,0.686085037,0.373004752,Hubballi
IN-V2-51,hathway.net,49.44.187.164,6.957646924,6.65759229,7.025842525,Chennai
IN-V2-249,108.117.11.94,10.100.100.100,1.263480908,0.767174074,0.821826417,Bengaluru
IN-V2-249,sbi.co.in,103.77.109.140,16.63262353,16.47642684,17.09977669,Mumbai
IN-V2-07,meghalaya.gov.in,172.26.110.162,5.014639718,4.624576747,5.075375918,Kolkata
IN-41,hathway.net,192.168.150.1,0.550868857,0.416391288,0.238,Surat
IN-17,hathway.net,192.168.2.1,0.99298901,1.56368762,0.874202024,Patna
IN-47,hathway.net,192.168.0.1,0.974079583,1.394274738,1.405878353,Lucknow
IN-V2-193,hathway.net,10.230.244.1,0.822637793,0.538641386,0.669742359,New Town
IN-V2-164,jio.in,121.244.53.25,1.665520987,1.215502554,2.100829602,Ernakulam
IN-V2-30,hathway.net,192.168.1.1,0.237375269,0.22,0.238,Greater Noida
IN-V2-134,paytm.in,192.168.1.1,2.2037295,0.879482928,3.358346247,Bengaluru
IN-V2-164,github.com,192.168.9.254,0.29427795,0.401374212,0.629964976,Thiruvathapuram
IN-33,www.irctc.in,182.79.141.56,6.290891158,5.807150903,6.457911462,Mumbai
IN-39,uidai.gov.in,115.112.8.49,7.673087886,7.23266152,7.740211812,Chennai
IN-39,uidai.gov.in,203.193.135.2,1.501508939,2.106996517,0.573612977,Nagpur
IN-17,hathway.net,192.168.2.1,0.92758016,0.965965003,1.327239174,Patna
IN-V2-249,github.com,103.176.234.97,4.853660582,4.654063824,5.50255902,Bengaluru
IN-48,hathway.net,136.232.27.246,36.93573127,37.38784933,37.48597387,Navi Mumbai
IN-V2-164,airtel.in,117.241.78.1,1.675857556,1.774540029,2.320516889,Thiruvathapuram
IN-57,www.irctc.in,182.72.222.125,6.556183948,5.667119616,6.116671261,Bangalore
IN-2,hathway.net,136.232.27.246,33.64308572,32.21471746,34.36193073,Navi Mumbai
IN-2,hathway.net,172.26.104.52,7.504999163,7.61384734,8.225752891,Dumka
IN-V2-134,sbi.co.in,192.168.1.1,0.550495797,0.524945148,0.238,Bengaluru
IN-V2-193,hathway.net,10.230.244.1,0.579483838,1.471067835,0.57997401,New Town
IN-57,hathway.net,192.168.10.1,0.715440575,0.503593997,0.612727839,Kutabandh
IN-V2-198,iisc.ac.in,125.18.215.57,3.896768449,2.591385518,4.782307529,Bangalore
IN-31,metro.in,14.141.123.226,16.21329841,15.86904642,16.22170899,Chennai
IN-28,jio.in,150.222.14.37,27.35657964,25.96227749,30.03162634,Singapore
IN-V2-229,meghalaya.gov.in,203.171.243.225,3.417185844,3.010020425,2.868627436,Kolkata
IN-V2-164,airtel.in,182.72.165.153,21.20902998,21.00978868,21.7483456,Bangalore
IN-V2-51,hathway.net,125.22.133.21,4.29505454,4.070418266,4.480975064,Faridabad
IN-57,www.irctc.in,182.72.222.125,6.041622408,5.83338251,6.648619489,Bangalore
IN-V2-134,iisc.ac.in,13.71.49.222,27.6532297,27.11711079,27.24077659,Pune
IN-V2-208,iisc.ac.in,192.168.0.1,0.354526208,0.478187045,0.304650114,Chennai
IN-47,hathway.net,115.110.210.38,22.87677794,18.1635696,29.31394266,Delhi
IN-19,hathway.net,203.129.217.1,1.922503364,1.395820604,1.891042189,Ranchi
IN-V2-249,github.com,103.77.108.26,14.91808926,14.10161498,15.26072614,Bengaluru
IN-V2-164,jio.in,192.168.9.254,0.232,0.680206771,0.238,Thiruvathapuram
IN-V2-193,meghalaya.gov.in,10.230.244.1,0.754476785,0.610405064,0.734776042,New Town
IN-12,hathway.net,116.119.121.49,6.367256222,6.620362574,5.808827667,Delhi
IN-48,hathway.net,192.168.10.1,0.614980287,0.937431008,0.705120488,Dehradun
IN-33,www.irctc.in,203.129.227.105,13.01410619,13.20195272,13.60525854,Pimpri
IN-V2-229,hathway.net,203.171.243.225,2.221114181,1.886979276,1.599850034,Kolkata
IN-39,jio.in,136.232.208.209,9.064422081,8.231828687,7.880149835,Chennai
IN-V2-208,google.com,72.14.212.80,1.54722901,1.75281416,1.76468986,Mountain View
IN-47,hathway.net,192.168.0.1,0.423001303,1.075048436,0.959550046,Lucknow
IN-28,jio.in,203.193.158.20,23.3416807,22.48771808,24.03985517,Chennai
IN-V2-249,108.117.11.94,154.210.186.208,2.053035852,1.927855676,2.113630028,Delhi
IN-28,github.com,121.241.155.242,27.91712718,28.5396979,28.14944335,Chennai
IN-17,hathway.net,192.168.2.1,2.048794297,1.196480586,0.619983722,Patna
IN-V2-164,iisc.ac.in,13.71.49.222,33.54874335,33.51692282,34.05337408,Pune
IN-17,www.irctc.in,192.168.2.1,0.558466581,2.10087516,0.91182549,Patna
IN-19,www.irctc.in,192.168.0.1,1.302026985,1.29041272,1.398537123,Ranchi
IN-13,meghalaya.gov.in,122.186.246.13,26.96426162,25.92814532,28.22050442,Sasaram
IN-47,hathway.net,203.190.147.33,1.523259601,2.513711672,2.42336118,Noida
IN-17,www.irctc.in,203.193.172.1,1.909200817,1.429114243,2.413623638,Patna
IN-39,metro.in,103.198.140.170,8.806575415,9.529219417,9.567580321,Singapore
IN-39,startupindia.gov.in,192.168.5.100,0.56318731,0.625670867,1.260704704,Puducherry
IN-47,hathway.net,115.113.247.57,3.738497706,2.653302764,3.036042389,Delhi
IN-V2-101,www.irctc.in,103.243.115.217,2.96012092,3.307768086,3.881298909,Ashti
IN-V2-249,uidai.gov.in,103.176.234.97,2.762328888,2.017179519,3.978034234,Bangalore
IN-28,github.com,121.241.155.242,27.60771015,28.13338109,27.70561425,Chennai
IN-31,startupindia.gov.in,192.168.0.2,0.433664237,0.22,1.075786122,Coimbatore
IN-V2-249,github.com,192.168.1.1,1.652102095,1.56676238,1.470277073,Bengaluru
IN-V2-208,google.com,192.168.0.1,0.430916163,0.759753965,0.238,Chennai
IN-V2-208,iisc.ac.in,13.71.49.222,17.3296744,17.7580248,17.93702292,Pune
IN-V2-208,startupindia.gov.in,192.168.0.1,0.629412094,0.439848842,0.27841357,Chennai
IN-V2-198,sbi.co.in,125.18.215.61,4.778689992,4.237127282,5.781133694,Bangalore
IN-V2-164,github.com,192.168.9.254,0.277335284,0.22,0.238,Thiruvathapuram
IN-V2-30,hathway.net,125.20.113.213,6.111036329,5.717051592,6.508335914,Gurgaon
IN-V2-164,jio.in,121.244.53.25,0.925680866,1.568185104,2.199775556,Ernakulam
IN-V2-198,github.com,20.207.73.82,26.52249604,25.99686016,27.34416712,Bengaluru
IN-V2-139,google.com,192.168.1.1,0.818431782,0.22,0.772103816,Hubballi
IN-V2-07,hathway.net,192.168.29.1,0.701216559,0.350711499,1.438955899,Kolkata
IN-17,www.irctc.in,172.31.231.230,10.7420326,10.77433084,12.16905043,Mumbai
IN-V2-134,metro.in,192.168.1.1,0.85303098,0.478033551,0.244801584,Bengaluru
IN-V2-249,paytm.in,192.168.1.1,1.88110115,1.573806567,1.051929673,Bengaluru
IN-V2-51,hathway.net,125.22.133.21,5.061559552,3.508305932,5.050659573,Faridabad
IN-39,metro.in,136.232.208.209,8.639676997,8.569171598,8.430366351,Chennai
IN-40,hathway.net,203.129.213.253,0.677161139,1.269052912,1.350605469,Ghandinagar
IN-V2-164,metro.in,121.244.53.25,0.885980303,0.959485865,1.214562986,Ernakulam
IN-V2-07,meghalaya.gov.in,172.26.110.148,3.492965605,2.806515757,3.835939793,Kolkata
IN-47,www.irctc.in,115.113.247.57,2.710973798,2.176583334,2.287742182,Delhi
IN-62,titan.co.in,162.158.226.93,30.63385919,25.17072228,36.58516332,Mumbai
IN-57,hathway.net,192.168.10.1,0.304774224,0.431859166,0.758570616,Kutabandh
IN-V2-101,www.irctc.in,125.20.136.49,7.450645005,6.992793026,7.565752487,Pune
IN-V2-164,iisc.ac.in,192.168.9.254,0.345236766,0.486367169,1.218461342,Thiruvathapuram
IN-V2-07,hathway.net,172.26.110.148,3.954772015,2.940953548,3.258695377,Kolkata
IN-V2-198,iisc.ac.in,125.18.215.57,4.7990689,2.851294045,5.544613627,Bangalore
IN-33,www.irctc.in,203.129.227.101,0.378143239,0.22,0.403444907,Pimpri
IN-12,hathway.net,192.168.10.1,1.113925269,1.054463707,0.238,Haldia
IN-47,hathway.net,192.168.0.1,1.835959653,0.884994583,0.831054738,Lucknow
IN-2,meghalaya.gov.in,115.244.136.18,31.47431373,31.16900072,31.94905416,Sonipat
IN-V2-198,github.com,10.240.9.208,16.61942552,16.84185087,17.74164058,Bengaluru
IN-V2-249,jio.in,103.176.234.97,2.570017385,2.012521841,3.065091534,Bangalore
IN-57,hathway.net,192.168.10.1,0.80002954,0.22,0.621837541,Kutabandh
IN-V2-198,github.com,10.240.9.208,16.62425243,16.93074726,17.5956148,Bengaluru
IN-V2-249,metro.in,103.176.234.137,3.001995135,3.475160395,2.855720287,Bangalore
IN-17,hathway.net,192.168.2.1,1.314049676,1.166836862,1.620978633,Patna
IN-48,hathway.net,115.110.210.38,11.0050127,10.54051552,10.95227144,Delhi
IN-17,www.irctc.in,203.193.172.1,1.59185307,1.548693965,2.58009972,Patna
IN-V2-208,uidai.gov.in,59.160.204.110,6.638167508,6.933421458,7.026901471,Bangalore
IN-54,hathway.net,192.168.0.1,1.404463004,1.445908691,1.441053407,Shillong
IN-28,github.com,192.168.0.1,0.495774095,0.62995811,0.396310152,Chennai
IN-48,hathway.net,203.193.159.125,1.485018447,0.898170059,0.379610217,Dehradun
IN-V2-249,108.117.11.94,103.176.234.97,3.921285996,3.028474474,3.157002343,Bangalore
IN-57,hathway.net,182.72.222.125,10.24568794,9.627832647,10.07466485,Bangalore
IN-V2-139,google.com,216.239.51.91,20.86485775,20.87488676,21.88764528,Hubballi
IN-V2-249,iisc.ac.in,103.176.234.97,2.88208629,3.449958903,3.882474401,Bangalore
IN-28,jio.in,203.193.158.20,23.08015953,22.44599005,24.26560962,Chennai
IN-V2-208,github.com,192.168.0.1,0.405192613,0.63237995,0.238,Chennai
IN-V2-198,iisc.ac.in,125.18.215.57,3.798831359,2.776574401,5.497570604,Bangalore
IN-44,hathway.net,61.246.138.73,21.54075444,19.61396869,24.12092738,Allahabad
IN-13,nesac.gov.in,192.168.10.1,0.935151836,0.707913104,0.238,Siliguri
IN-V2-07,meghalaya.gov.in,192.168.37.25,3.963515103,4.190220667,5.033459671,Kolkata
IN-28,uidai.gov.in,203.129.222.145,13.07412572,11.78060038,13.5794598,Chennai
IN-V2-198,jio.in,3.33.130.190,11.06828851,11.02913837,11.88651923,Seattle
IN-V2-249,sbi.co.in,103.176.234.97,3.849942283,2.215727179,3.79887382,Bangalore
IN-V2-229,hathway.net,136.232.27.246,37.54152876,37.31345529,38.189812,Navi Mumbai
IN-2,meghalaya.gov.in,115.244.136.18,31.17561357,30.93939123,31.91033502,Sonipat
IN-V2-30,hathway.net,49.44.187.164,9.085080344,7.92180606,9.891564635,Chennai
IN-41,hathway.net,192.168.150.1,0.882086323,0.731862148,0.238,Surat
IN-V2-198,github.com,192.168.1.1,1.491852179,0.402299763,0.238,Bengaluru
IN-28,iisc.ac.in,192.168.0.1,0.872719714,0.672285162,0.333887266,Chennai
IN-31,airtel.in,203.129.254.17,0.232,0.45512519,1.743642466,Coimbatore
IN-12,meghalaya.gov.in,116.119.72.56,6.240820209,5.450586112,5.868106762,Delhi
IN-31,uidai.gov.in,192.168.0.2,0.915653564,1.159832041,0.404297387,Coimbatore
IN-13,meghalaya.gov.in,122.186.246.13,26.85009088,25.82033732,27.72575372,Sasaram
IN-V2-51,hathway.net,125.22.133.21,4.516884278,4.698904211,4.158561772,Faridabad
IN-V2-198,metro.in,125.18.215.61,4.075832901,3.660353356,4.963375076,Bangalore
IN-47,www.irctc.in,203.190.147.33,1.540049843,0.688630669,1.287723979,Noida
IN-V2-198,metro.in,125.18.215.61,4.304746983,3.053947737,5.232479789,Bangalore
IN-41,titan.co.in,162.158.226.73,22.43458468,19.92503299,23.81072429,Mumbai
IN-V2-164,startupindia.gov.in,192.168.9.254,0.563613624,0.22,1.078365705,Thiruvathapuram
IN-2,meghalaya.gov.in,10.21.248.1,6.242511214,4.152390499,7.88690248,Dumka
IN-V2-198,paytm.in,10.240.9.208,10.27563722,3.852666109,18.12570633,Bengaluru
IN-V2-249,paytm.in,182.78.39.165,5.10435842,4.380313053,4.670400936,Bengaluru
IN-41,titan.co.in,162.158.226.73,22.8881407,20.69205667,24.15357761,Mumbai
IN-48,hathway.net,203.193.159.129,2.197588018,1.816774691,1.685543108,Dehradun
IN-V2-229,hathway.net,203.171.240.1,2.027982721,2.861054557,3.373275602,Dam Dam
IN-V2-139,google.com,223.190.228.1,9.097995559,6.763095987,9.376989367,Hubballi
IN-V2-134,uidai.gov.in,192.168.1.1,0.434033473,0.383401107,0.567889381,Bengaluru
IN-V2-249,startupindia.gov.in,10.100.100.100,0.651111547,1.768585188,0.961326855,Bengaluru
IN-31,paytm.in,192.168.0.2,0.844770058,0.22,1.060462346,Coimbatore
IN-V2-134,uidai.gov.in,192.168.1.1,0.321040099,0.878552083,0.588956717,Bengaluru
IN-67,meghalaya.gov.in,117.209.112.1,2.311545243,1.83454979,2.852306276,Bengaluru
IN-V2-208,google.com,192.178.110.207,19.67972801,19.65996399,19.29288184,Mumbai
IN-48,hathway.net,115.110.210.38,10.69833288,10.60994265,10.66724905,Delhi
IN-28,github.com,192.168.0.1,0.834852917,0.22,1.084543146,Chennai
IN-31,github.com,192.168.0.2,0.232,0.740615736,0.856016961,Coimbatore
IN-31,github.com,104.44.16.68,27.35031626,27.92371749,27.35110112,Coimbatore
IN-2,meghalaya.gov.in,172.26.104.147,10.6432639,9.450996627,10.61115709,Dumka
IN-V2-164,jio.in,14.141.123.226,22.76896665,21.43774251,22.85286368,Chennai
IN-V2-249,sbi.co.in,103.77.109.140,16.64561629,16.49618605,16.8332931,Mumbai
IN-19,hathway.net,192.168.0.1,0.760147784,0.893733883,1.278517486,Ranchi
IN-V2-249,airtel.in,182.78.39.165,4.325766679,4.514315127,4.788125005,Mangalore
IN-44,www.irctc.in,61.246.138.73,13.62673963,13.92979559,14.91379121,Allahabad
IN-12,hathway.net,125.18.52.33,3.839859026,3.658849115,3.180579623,Haldia
IN-V2-134,jio.in,150.222.14.33,18.17718149,14.39908845,20.98843965,Singapore
IN-13,hathway.net,116.119.104.88,28.22540093,27.6906462,28.68743308,Delhi
IN-V2-198,github.com,125.18.215.61,4.49916265,2.701201805,5.879705662,Bengaluru
IN-V2-193,hathway.net,115.112.10.50,2.290425985,2.550774193,2.275009435,Kolkata
IN-V2-101,www.irctc.in,182.79.141.56,10.97627236,10.50843839,11.61727894,Mumbai
IN-13,nesac.gov.in,192.168.10.1,0.717532565,0.925358319,1.09952686,Siliguri
IN-2,meghalaya.gov.in,10.21.248.1,5.721469427,4.400317068,7.571872617,Dumka
IN-39,metro.in,192.168.5.100,1.75980578,1.253057883,1.759107581,Puducherry
IN-V2-249,metro.in,10.100.100.100,0.30758366,1.680380586,0.721226951,Bengaluru
IN-V2-249,metro.in,182.78.39.165,3.663601293,4.295593421,4.322940814,Mangalore
IN-2,meghalaya.gov.in,10.21.248.1,5.524635261,4.521545129,7.19138697,Dumka
IN-V2-229,hathway.net,203.171.243.225,2.245692785,2.374290151,2.266583333,Kolkata
IN-31,iisc.ac.in,116.119.72.22,2.652231007,3.269056463,2.971833742,Delhi
IN-19,hathway.net,203.129.217.1,2.064676227,2.131005343,1.761685073,Ranchi
IN-V2-249,jio.in,3.33.130.190,14.34617791,14.69082511,14.77902809,Seattle
IN-V2-229,hathway.net,203.171.243.225,2.420564673,2.207709283,1.455929538,Kolkata
IN-V2-164,uidai.gov.in,103.121.26.101,0.464115232,0.435090626,0.785857139,Thiruvathapuram
IN-V2-134,iisc.ac.in,122.187.95.97,6.051033711,5.716587563,6.350438901,Bangalore
IN-V2-229,meghalaya.gov.in,192.168.1.1,1.211793984,1.436240359,1.686799813,Sonipat
IN-44,hathway.net,116.119.72.48,25.96596632,19.2202453,34.18848901,Delhi
IN-47,www.irctc.in,192.168.0.1,1.20457638,0.662557595,0.786722829,Lucknow
IN-47,hathway.net,115.113.247.57,1.899842136,2.488339331,2.610282838,Delhi
IN-V2-51,hathway.net,49.44.187.164,6.981172072,6.438049388,6.406239089,Chennai
IN-V2-164,iisc.ac.in,192.168.9.254,0.232,0.236575163,0.407133029,Thiruvathapuram
IN-57,www.irctc.in,182.72.222.125,6.128558774,5.640683134,6.376139735,Bangalore
